Drug A,Drug B,Cell Line Name,Score
paclitaxel,Sunitinib,A375,8.149714042401495
paclitaxel,Erlotinib,OV90,0.1590569364430157
metformin,Dasatinib,NCIH23,-7.920344649869953
dexamethasone,Sunitinib,UWB1289,-8.80546181278599
geldanamycin,Sorafenib,RKO,-0.0780407432645869
paclitaxel,Lapatinib,SKMES1,9.144089281431205
paclitaxel,Dasatinib,NCIH1650,8.91646092056966
dexamethasone,Lapatinib,NCI-H460,-5.16341129781556
metformin,Sorafenib,SKMEL30,-20.9507978903398
Lapatinib,geldanamycin,UACC62,3.59102041590596
Vorinostat,geldanamycin,A2780,0.2570808252882703
Dasatinib,geldanamycin,HCT116,-20.9676231329802
paclitaxel,geldanamycin,A427,-2.643556292002
dexamethasone,Vorinostat,UWB1289,-27.8629509568953
Sunitinib,Lapatinib,UWB1289,3.85944773684647
dexamethasone,Sunitinib,RPMI7951,-14.4061745570978
Dasatinib,geldanamycin,NCIH520,-3.7008288999313423
Sunitinib,Sorafenib,NCIH2122,-14.4731176558811
vinblastine,geldanamycin,A427,-5.331847529263395
Lapatinib,Dasatinib,RKO,2.461922216333884
Vorinostat,Erlotinib,RKO,-2.588665914009158
vinblastine,Vorinostat,UACC62,0.996650643215182
dexamethasone,geldanamycin,SK-OV-3,1.869241020829697
dexamethasone,Lapatinib,HT144,-27.96215708599589
metformin,Dasatinib,LOVO,-9.325981865786185
metformin,Vorinostat,A2058,-8.72128086410909
metformin,Dasatinib,VCAP,0.046018285265003
paclitaxel,Dasatinib,OVCAR3,2.13745295521649
Lapatinib,Erlotinib,SW-620,-10.586292641023492
vinblastine,Erlotinib,LOVO,5.16750826555368
Sunitinib,Erlotinib,HT29,13.644333664082708
Sunitinib,Sorafenib,OV90,-7.639409008216227
dexamethasone,Lapatinib,A375,-3.637071869773312
dexamethasone,Sorafenib,LOVO,-3.270422191581055
metformin,Sorafenib,A427,-23.975827854410426
Erlotinib,Dasatinib,T-47D,2.726862934921635
Lapatinib,Sorafenib,RKO,2.76740193393285
Erlotinib,geldanamycin,PA1,1.4803529144374856
dexamethasone,geldanamycin,MDAMB436,-26.2706781913698
vinblastine,Sunitinib,SK-OV-3,3.62056380925444
Vorinostat,Sunitinib,OCUBM,-1.8239337240231768
dexamethasone,Vorinostat,RKO,-28.13472322157985
metformin,geldanamycin,OV90,-4.51305804704249
dexamethasone,Sunitinib,MDAMB436,-17.0119321722455
dexamethasone,Lapatinib,SKMES1,-11.133669865203094
paclitaxel,Sorafenib,RKO,-1.0680791130593923
Vorinostat,Erlotinib,UWB1289,5.062784719364307
Lapatinib,Dasatinib,LOVO,8.833837192566008
Vorinostat,Lapatinib,A375,-10.739322929783883
Sunitinib,Erlotinib,SKMEL30,1.83593808226401
Dasatinib,Sorafenib,UWB1289,6.01696699102072
dexamethasone,Sorafenib,SK-OV-3,-0.6884117876070912
paclitaxel,geldanamycin,SKMEL30,-2.390619984667185
geldanamycin,Sorafenib,MDAMB436,-11.864177458483407
vinblastine,Sunitinib,VCAP,-1.1091988250418725
dexamethasone,Sunitinib,PA1,1.437241653553571
metformin,Erlotinib,A2780,-48.3858044800915
vinblastine,Dasatinib,HCT116,-76.9668504799361
Sunitinib,Lapatinib,LOVO,9.06213659212517
Vorinostat,Lapatinib,UACC62,6.167862854629888
dexamethasone,Sunitinib,SK-OV-3,-1.930224441335125
vinblastine,Erlotinib,SKMEL30,7.73570234615748
metformin,Sorafenib,CAOV3,-24.4869919201538
metformin,Erlotinib,HCT116,-89.5439156156453
vinblastine,Vorinostat,A375,-5.14141487663266
Vorinostat,Sunitinib,PA1,-2.07036107592124
vinblastine,Sorafenib,HCT116,5.59963570142504
Vorinostat,geldanamycin,MDAMB436,4.49646859469848
paclitaxel,Dasatinib,A2780,0.1119561526876595
metformin,Lapatinib,MDAMB436,-14.6311710829416
Vorinostat,Lapatinib,SKMEL30,-1.79502295092813
Vorinostat,Sunitinib,NCIH1650,-5.527709296795018
Dasatinib,Sorafenib,VCAP,6.720388221210122
Vorinostat,geldanamycin,OVCAR3,-2.487076105276776
Sunitinib,Erlotinib,LOVO,9.550892694239591
dexamethasone,Vorinostat,SW837,-10.128266274366498
Vorinostat,geldanamycin,T-47D,-0.6579761516790089
Lapatinib,Dasatinib,OV90,3.719171936095444
Vorinostat,Dasatinib,A375,-7.187555808667961
Vorinostat,Sunitinib,NCIH520,-0.6907348474047925
dexamethasone,Vorinostat,NCI-H460,-33.9587360563784
Erlotinib,geldanamycin,SKMEL30,4.07090957771029
paclitaxel,Dasatinib,NCIH23,0.1752112379752922
vinblastine,geldanamycin,SKMES1,-1.3811964732242277
vinblastine,Dasatinib,SK-OV-3,3.29681579894721
paclitaxel,Lapatinib,SK-OV-3,2.125547882163602
Lapatinib,Sorafenib,CAOV3,8.13893448615947
Dasatinib,geldanamycin,SKMES1,6.86106163750481
metformin,Lapatinib,HCT116,-5.785469568057495
vinblastine,Dasatinib,NCIH23,-0.3530077955256401
paclitaxel,Sunitinib,A2780,3.0897024917955025
Lapatinib,Sorafenib,HT144,6.093529951556334
Vorinostat,geldanamycin,SKMEL30,-6.376202369524528
metformin,Erlotinib,UWB1289,-12.840088322870097
Erlotinib,Sorafenib,T-47D,1.055995951979529
Lapatinib,geldanamycin,SW-620,-26.1965705632023
metformin,Vorinostat,A375,-77.3623903172369
paclitaxel,Vorinostat,RPMI7951,2.6678241356197647
Sunitinib,Erlotinib,NCIH520,10.2532613363299
Sunitinib,geldanamycin,SKMES1,4.484288991501213
Dasatinib,geldanamycin,HT29,5.02066543392875
metformin,Dasatinib,NCIH1650,-13.2363849677504
metformin,Sorafenib,SW-620,-51.4043293278057
paclitaxel,Sorafenib,A427,1.926107182225645
Sunitinib,Erlotinib,NCI-H460,7.2595381633228
Vorinostat,Dasatinib,RKO,-1.2236747050651609
metformin,Erlotinib,NCIH2122,-46.9980356488569
dexamethasone,geldanamycin,A375,-34.7812340468876
vinblastine,Erlotinib,NCIH2122,7.66334596528203
Sunitinib,Erlotinib,UWB1289,7.11033993521173
vinblastine,Erlotinib,A375,7.909526276907584
Vorinostat,Dasatinib,PA1,-0.6581754288220045
Dasatinib,Sorafenib,A2780,11.7225687296843
metformin,Erlotinib,OVCAR3,-50.1674018945849
paclitaxel,geldanamycin,LOVO,-1.77750068778882
Vorinostat,Sunitinib,SKMEL30,-7.08434802004719
metformin,geldanamycin,UWB1289,-10.09410467002709
Sunitinib,geldanamycin,LOVO,0.4007388327427847
dexamethasone,Sorafenib,OCUBM,-11.705366535732304
vinblastine,Sunitinib,NCIH1650,-2.0585753436264698
Dasatinib,Sorafenib,OCUBM,4.85634828411675
Sunitinib,Lapatinib,A2058,18.5317724911246
vinblastine,Vorinostat,SW-620,-7.940842049461227
dexamethasone,Dasatinib,NCIH520,2.4314234692194163
Vorinostat,Erlotinib,A2058,3.455876052191651
vinblastine,Dasatinib,RKO,-5.316952415477393
Lapatinib,Erlotinib,PA1,10.898098675545494
metformin,Sunitinib,RPMI7951,-1.757118944268968
Erlotinib,Sorafenib,OCUBM,2.391980620215489
geldanamycin,Sorafenib,SW837,-3.36903782007548
Sunitinib,Erlotinib,SW-620,-4.813871520282443
vinblastine,Sunitinib,OVCAR3,-12.414939844598162
Sunitinib,Sorafenib,PA1,-4.99755531471552
Vorinostat,Lapatinib,RKO,2.4933992323843923
Dasatinib,geldanamycin,A427,1.6740112862957208
dexamethasone,Sorafenib,SW-620,-12.9397422629832
metformin,Dasatinib,RPMI7951,-12.898019313824
vinblastine,Sunitinib,NCIH520,1.203208947199059
Sunitinib,Sorafenib,NCI-H460,-0.1777753404752198
dexamethasone,Sunitinib,NCI-H460,4.584421564331302
metformin,Sorafenib,HT29,-37.4061766871973
Sunitinib,Sorafenib,RPMI7951,-18.1797235112709
paclitaxel,geldanamycin,NCIH1650,2.713132201978397
dexamethasone,geldanamycin,OVCAR3,-25.9801803981754
metformin,Erlotinib,SKMEL30,-90.3299705619704
vinblastine,Sorafenib,OVCAR3,-3.930469946192945
paclitaxel,Sunitinib,CAOV3,2.9737175212081803
Sunitinib,Erlotinib,SKMES1,12.331931266595111
vinblastine,Lapatinib,SW-620,-73.5286754265322
Dasatinib,Sorafenib,NCI-H460,2.745769909533195
dexamethasone,Dasatinib,A375,-19.469018973061075
dexamethasone,Vorinostat,SK-OV-3,-13.3709137252944
Lapatinib,Dasatinib,HT29,11.19992297656359
metformin,Erlotinib,A2058,-83.9761260280997
metformin,Vorinostat,RPMI7951,-22.42608065327665
dexamethasone,Erlotinib,T-47D,-27.64770126959135
Dasatinib,geldanamycin,T-47D,-1.0190872666435924
Erlotinib,Dasatinib,A2058,8.658679095048068
Sunitinib,Dasatinib,NCIH2122,-3.802611775309477
Vorinostat,Sunitinib,UACC62,-2.07861348348741
vinblastine,Vorinostat,NCIH1650,-4.662511414401839
Lapatinib,Erlotinib,SKMES1,3.028467183462371
metformin,Dasatinib,SKMES1,-37.3999740396079
metformin,Lapatinib,SW-620,-1.511416195100045
metformin,geldanamycin,SW-620,-39.873530292237
Lapatinib,geldanamycin,RPMI7951,-5.960419628776203
Vorinostat,geldanamycin,RKO,-3.0453156276270903
vinblastine,Vorinostat,NCIH23,-5.830142578087577
Vorinostat,geldanamycin,A427,-9.601847091024196
Lapatinib,Sorafenib,HCT116,2.4866177573815964
Lapatinib,Dasatinib,SK-OV-3,4.097668935846943
dexamethasone,Sorafenib,VCAP,-11.773766374328297
paclitaxel,Lapatinib,SKMEL30,-1.122073026503361
vinblastine,Sunitinib,MDAMB436,-1.5403494549472296
Lapatinib,Dasatinib,OVCAR3,1.292753014965791
vinblastine,Sorafenib,A2780,4.338369925074482
dexamethasone,Sunitinib,SKMES1,-1.5220929784942658
dexamethasone,Sorafenib,PA1,-12.3781694316975
metformin,Vorinostat,NCIH520,-30.7366736665872
Vorinostat,Dasatinib,UACC62,-0.568998602339841
Sunitinib,Erlotinib,HCT116,0.31232235517322
Sunitinib,Dasatinib,SW837,10.909208084253878
paclitaxel,Sorafenib,RPMI7951,-6.18357684414468
Vorinostat,geldanamycin,HT144,-3.77133000272187
Sunitinib,Dasatinib,UACC62,13.667582002208905
vinblastine,geldanamycin,MDAMB436,0.51700222845629
dexamethasone,Dasatinib,A2780,5.46583466116103
vinblastine,Sunitinib,SW837,-2.66483863280114
vinblastine,geldanamycin,HCT116,-6.13466459150186
dexamethasone,geldanamycin,CAOV3,-2.7077151362496297
Erlotinib,Dasatinib,RKO,1.30779520720034
Vorinostat,Erlotinib,VCAP,11.779516260068313
metformin,Erlotinib,MDAMB436,-42.2483635713802
paclitaxel,Sunitinib,LOVO,2.11024229353816
Sunitinib,geldanamycin,HT144,0.9480162028997956
metformin,Erlotinib,OV90,-3.5546157663424616
geldanamycin,Sorafenib,A2780,-0.190891674386513
Lapatinib,Erlotinib,UACC62,4.867927463076468
dexamethasone,geldanamycin,RKO,-46.39510994896701
paclitaxel,geldanamycin,NCIH520,-7.642910278690365
geldanamycin,Sorafenib,CAOV3,1.3318185914773402
Lapatinib,Dasatinib,PA1,8.933703319425492
metformin,Erlotinib,A375,-82.4887013651952
Lapatinib,geldanamycin,OVCAR3,4.967381413305823
dexamethasone,Lapatinib,SW837,-6.4648984000359935
geldanamycin,Sorafenib,SK-OV-3,4.133325903305868
Sunitinib,Dasatinib,OV90,-14.7229944429405
vinblastine,Lapatinib,OCUBM,4.27399441028646
Vorinostat,Erlotinib,NCIH1650,4.14054171285972
Sunitinib,Lapatinib,T-47D,4.366245372711767
vinblastine,Dasatinib,HT29,-6.9648772325347394
geldanamycin,Sorafenib,NCIH1650,-7.75971004909346
Erlotinib,Sorafenib,SKMES1,-4.75101729862813
dexamethasone,Sorafenib,A2058,-7.1526743450051855
metformin,Dasatinib,HT144,-10.480511156242285
Vorinostat,Sorafenib,T-47D,-6.22433036882608
Vorinostat,Sorafenib,NCIH520,0.2016574678685985
Vorinostat,Sorafenib,SK-OV-3,-2.40000424902785
Vorinostat,Lapatinib,SK-OV-3,1.74273211890989
Erlotinib,Dasatinib,SK-OV-3,8.16191414696451
paclitaxel,Erlotinib,HT144,5.45103123545738
Erlotinib,Dasatinib,UACC62,7.877641553655238
Dasatinib,geldanamycin,CAOV3,-5.39913759737588
Vorinostat,geldanamycin,NCIH2122,-1.0683487237199796
vinblastine,Lapatinib,CAOV3,4.71112087372323
Vorinostat,geldanamycin,NCIH23,-10.274169876330886
Erlotinib,Dasatinib,PA1,6.488490212037078
Sunitinib,geldanamycin,NCIH520,0.2492257167476033
vinblastine,Erlotinib,HCT116,9.090654061652296
vinblastine,Sorafenib,HT29,-2.0240269290899
vinblastine,Sorafenib,CAOV3,1.907333647224608
Vorinostat,Sunitinib,OV90,-27.1636490162131
Sunitinib,geldanamycin,T-47D,15.4186986077963
paclitaxel,Dasatinib,SW-620,-5.653435188749545
Lapatinib,Dasatinib,A427,10.116767222520318
Dasatinib,geldanamycin,A2058,-8.692928400841772
dexamethasone,Erlotinib,SK-OV-3,-4.527979888097892
dexamethasone,geldanamycin,HT29,-21.6327950573002
dexamethasone,Dasatinib,SKMEL30,-6.560167066336443
paclitaxel,geldanamycin,UACC62,-0.1160299782726794
Vorinostat,Lapatinib,HT144,-0.0556983764780604
Dasatinib,Sorafenib,HT144,-2.8325461302865187
metformin,Dasatinib,SKMEL30,-7.211196994815285
metformin,Erlotinib,RPMI7951,-13.5632540546311
dexamethasone,Sorafenib,NCI-H460,-12.7315114055493
Vorinostat,geldanamycin,A375,-10.613183176373598
geldanamycin,Sorafenib,PA1,-0.874105623616695
Sunitinib,Dasatinib,HT29,24.5800902168924
paclitaxel,Dasatinib,T-47D,7.078924552126015
Lapatinib,Dasatinib,OCUBM,17.709922444879297
metformin,Erlotinib,T-47D,-47.9957157156951
vinblastine,Sorafenib,RKO,10.11870938841209
paclitaxel,geldanamycin,A2780,-1.19024715514191
paclitaxel,Lapatinib,NCIH23,-4.20883890972707
metformin,Dasatinib,HT29,-22.482844278002705
Erlotinib,Sorafenib,UACC62,2.679404112105611
Lapatinib,geldanamycin,SW837,8.463248256721428
Sunitinib,geldanamycin,NCIH1650,5.3817717725564
Lapatinib,Sorafenib,RPMI7951,-2.204579993178592
vinblastine,geldanamycin,A375,3.010752586641185
dexamethasone,Sorafenib,OV90,-4.15624175439773
paclitaxel,Lapatinib,T-47D,0.809697096857583
vinblastine,Erlotinib,A2058,6.4251548431743295
vinblastine,Lapatinib,OV90,0.8267526169764301
Sunitinib,Sorafenib,NCIH23,-6.19730890695259
paclitaxel,Dasatinib,NCIH520,-1.5184696160120892
dexamethasone,Sunitinib,OVCAR3,7.158235365631607
paclitaxel,Sunitinib,HT144,-2.5590885431480426
Vorinostat,Sorafenib,A427,-4.4222229386498375
paclitaxel,Lapatinib,SW-620,-34.8552692363716
dexamethasone,Sunitinib,HCT116,-29.7403775200217
Vorinostat,Sunitinib,HT29,3.60913262992784
paclitaxel,Sunitinib,MDAMB436,-0.6920482116816997
paclitaxel,Vorinostat,NCIH2122,-1.1617148968623687
dexamethasone,Erlotinib,A2780,-26.5692742661385
vinblastine,Lapatinib,T-47D,-1.2497809936708242
Sunitinib,Dasatinib,PA1,11.0282847349576
Erlotinib,Sorafenib,SW-620,3.986867952152618
paclitaxel,Sunitinib,VCAP,-8.46093254820262
metformin,Sorafenib,UACC62,-26.24662901330595
paclitaxel,Sorafenib,A2058,-6.72144892291601
dexamethasone,Dasatinib,T-47D,-16.4599719883519
vinblastine,Lapatinib,OVCAR3,-11.607028837624
vinblastine,Lapatinib,SW837,8.70853787657841
Vorinostat,Sunitinib,SW837,-10.1192188918475
Erlotinib,Dasatinib,CAOV3,9.503977484174175
metformin,Sunitinib,RKO,-58.40351531723695
Sunitinib,Lapatinib,SW-620,-14.2382866820043
Sunitinib,Erlotinib,NCIH1650,12.7359625054994
dexamethasone,Sunitinib,A427,-19.6175855102284
dexamethasone,Dasatinib,LOVO,3.7667366885646025
Lapatinib,Sorafenib,SKMEL30,3.9797293996962297
Lapatinib,Dasatinib,CAOV3,10.468583156479704
paclitaxel,Erlotinib,A375,11.877856996640997
Sunitinib,Sorafenib,SKMEL30,2.76912169862866
vinblastine,Vorinostat,OCUBM,-6.00025755794808
Sunitinib,geldanamycin,HT29,2.6210618799141923
Dasatinib,geldanamycin,VCAP,-0.8981307679622897
Erlotinib,geldanamycin,UACC62,4.5031585012656095
metformin,Dasatinib,A427,0.8542168432631491
Lapatinib,Erlotinib,OCUBM,3.4484762474106
vinblastine,Sunitinib,A427,5.81602235619721
Vorinostat,Dasatinib,MDAMB436,-1.9051378030600723
paclitaxel,Sorafenib,HCT116,-1.4872271509121793
vinblastine,Vorinostat,VCAP,-0.1898191226144924
vinblastine,Sorafenib,OV90,0.4685622181175212
Vorinostat,Sorafenib,SKMEL30,-0.6472060937938101
vinblastine,Erlotinib,PA1,-4.0681667574955
Erlotinib,Sorafenib,MDAMB436,-4.144685584269085
paclitaxel,Dasatinib,SW837,3.6053774296538297
Vorinostat,Sunitinib,CAOV3,1.5718362711845366
dexamethasone,Erlotinib,PA1,-13.053772031257305
vinblastine,Dasatinib,UWB1289,4.05485944970297
metformin,geldanamycin,SK-OV-3,-27.5445722402187
Sunitinib,Dasatinib,NCI-H460,16.9349100756105
Erlotinib,Dasatinib,OV90,6.075310726130807
Lapatinib,Erlotinib,LOVO,-1.2036514942358316
vinblastine,Sorafenib,SKMES1,4.417989059347175
Vorinostat,Dasatinib,VCAP,1.69213972357191
Erlotinib,geldanamycin,SKMES1,6.02246857213521
metformin,Vorinostat,A2780,-63.2346715672369
Sunitinib,Dasatinib,SKMEL30,-12.909180343140196
vinblastine,Sorafenib,HT144,9.859104788483815
vinblastine,Dasatinib,LOVO,3.7092867134231
metformin,Lapatinib,A427,-14.285610883283098
dexamethasone,Erlotinib,SW-620,-10.731303688850904
vinblastine,Sunitinib,OCUBM,0.8069046214032297
dexamethasone,Erlotinib,MDAMB436,-23.2954444871652
Erlotinib,Dasatinib,NCI-H460,-0.4503474699443348
Sunitinib,Sorafenib,LOVO,-3.0703466753296
Vorinostat,Dasatinib,A2058,11.710679650337616
vinblastine,Sunitinib,SKMES1,-6.61979034735207
paclitaxel,Erlotinib,UACC62,4.55602013063716
metformin,Sorafenib,LOVO,-34.0729170807354
dexamethasone,Vorinostat,SKMEL30,-15.957982665262508
vinblastine,Sorafenib,VCAP,1.2287673509824204
Sunitinib,Sorafenib,HCT116,1.2705701336207027
vinblastine,Vorinostat,RPMI7951,2.26767773086615
Lapatinib,Dasatinib,HCT116,-13.812973987503693
paclitaxel,Vorinostat,A427,-5.25293160621848
paclitaxel,geldanamycin,HCT116,-2.33292598982445
Vorinostat,Sorafenib,OVCAR3,-8.044482691931467
Vorinostat,Lapatinib,SW-620,-24.4432878855492
metformin,Vorinostat,SK-OV-3,-49.8653288018085
Erlotinib,Sorafenib,RKO,2.099307195887115
Sunitinib,Lapatinib,NCIH1650,16.4171583068458
Vorinostat,geldanamycin,VCAP,7.262818938793504
metformin,Sunitinib,NCIH1650,-51.402683514636095
vinblastine,Lapatinib,MDAMB436,-7.87226820943855
Dasatinib,Sorafenib,SKMES1,-5.8684323426223
paclitaxel,geldanamycin,NCIH23,-2.1789667599796294
Erlotinib,geldanamycin,UWB1289,-3.9331393974605526
paclitaxel,Lapatinib,VCAP,-19.1693792779686
Vorinostat,Sunitinib,RKO,-4.03025121975644
paclitaxel,Sorafenib,CAOV3,-1.5178355576616795
Vorinostat,Erlotinib,HCT116,-1.130678948105339
metformin,Vorinostat,CAOV3,-15.746453943284
metformin,Sorafenib,SW837,-39.0646563811545
metformin,Sunitinib,NCIH520,-24.1634597090208
Vorinostat,Lapatinib,UWB1289,0.8617451361473882
Vorinostat,Sorafenib,LOVO,-10.386374558578522
Erlotinib,geldanamycin,A427,0.7652624054000594
geldanamycin,Sorafenib,NCIH2122,0.6884341878779402
paclitaxel,Sunitinib,A427,4.187869588752649
paclitaxel,Sorafenib,T-47D,3.88810032819938
Sunitinib,Sorafenib,SW837,-18.9061714872788
paclitaxel,Erlotinib,A2058,-3.9965921287470247
paclitaxel,geldanamycin,CAOV3,-0.7280966227290082
dexamethasone,Dasatinib,OVCAR3,-5.179391847578812
paclitaxel,Sunitinib,T-47D,-24.3954295810688
vinblastine,Vorinostat,HT144,1.7336328627834918
Lapatinib,Dasatinib,VCAP,4.509456424718162
dexamethasone,Sunitinib,NCIH2122,14.1235470599023
metformin,Lapatinib,NCIH2122,-41.8026500314277
Dasatinib,Sorafenib,SKMEL30,-15.1006814359747
dexamethasone,Sorafenib,OVCAR3,0.2594141505344826
Sunitinib,geldanamycin,VCAP,2.60625970962018
paclitaxel,geldanamycin,VCAP,-6.897600670415837
Sunitinib,Dasatinib,HT144,-3.963646539183849
dexamethasone,geldanamycin,VCAP,-27.068723822751306
metformin,Lapatinib,NCIH1650,-17.0078420331655
vinblastine,Dasatinib,RPMI7951,2.97844031586002
vinblastine,geldanamycin,NCIH520,-9.341800010912078
Vorinostat,Lapatinib,T-47D,-5.493763326806099
vinblastine,Erlotinib,NCIH1650,4.00031385473591
dexamethasone,geldanamycin,A427,-18.707844022
dexamethasone,Vorinostat,NCIH1650,-17.5589533745204
dexamethasone,Vorinostat,NCIH23,-27.3858072066324
Vorinostat,geldanamycin,A2058,-0.0053525606393112
Vorinostat,Dasatinib,NCIH520,-4.029904705212941
Sunitinib,geldanamycin,NCIH23,-2.683955047842884
paclitaxel,Sunitinib,SK-OV-3,7.36579899286375
vinblastine,Lapatinib,LOVO,-1.768261666543676
Lapatinib,Dasatinib,NCIH23,3.887422638441485
metformin,Vorinostat,A427,-21.7936206120663
dexamethasone,geldanamycin,NCIH23,-30.167243616457
Erlotinib,Sorafenib,VCAP,7.190050317883171
vinblastine,geldanamycin,UACC62,-14.564555056626377
Sunitinib,Lapatinib,NCIH520,7.028135642932115
Vorinostat,geldanamycin,NCI-H460,-11.30813578108209
metformin,geldanamycin,LOVO,-16.4910721624856
Lapatinib,Erlotinib,RPMI7951,-0.4271227388875901
metformin,geldanamycin,UACC62,-26.79502671025515
metformin,geldanamycin,NCIH2122,-12.0320822507053
vinblastine,Vorinostat,A2058,-7.726553411266567
dexamethasone,Dasatinib,RKO,-11.9784507557909
Vorinostat,Dasatinib,NCIH1650,5.220668557811489
paclitaxel,Erlotinib,NCIH1650,4.17561229224804
metformin,Sorafenib,OV90,-0.8028238008287005
vinblastine,Erlotinib,T-47D,2.264898495983479
metformin,Sorafenib,OVCAR3,-26.912205886836706
vinblastine,Erlotinib,HT29,1.674966057420845
Dasatinib,Sorafenib,A2058,12.966325580978296
Dasatinib,geldanamycin,SW-620,-3.09775596823669
Vorinostat,Sorafenib,NCIH23,-6.81516141534704
metformin,Lapatinib,SW837,-22.9219832537164
Erlotinib,Sorafenib,A2780,5.31082796058257
dexamethasone,Vorinostat,VCAP,-21.4503408223732
paclitaxel,Vorinostat,OV90,2.3067635611900137
vinblastine,Vorinostat,CAOV3,-10.285920522724917
metformin,Sunitinib,T-47D,15.384553292915324
vinblastine,Dasatinib,OVCAR3,-4.03806373695381
vinblastine,Erlotinib,SW837,11.9978624338519
Sunitinib,Dasatinib,A2780,16.618750626525
dexamethasone,Vorinostat,NCIH2122,-6.42491227706334
dexamethasone,Lapatinib,RPMI7951,-19.7520332208299
Dasatinib,geldanamycin,NCI-H460,-15.0412339008878
Sunitinib,geldanamycin,NCIH2122,-9.859535687586003
Lapatinib,Erlotinib,NCIH2122,3.42106467876526
metformin,Sunitinib,NCIH2122,-6.512385872303066
Vorinostat,Sorafenib,NCIH1650,-1.4920816076829602
Lapatinib,Sorafenib,NCIH520,7.10938257895085
Sunitinib,geldanamycin,A2780,4.67424026120176
Sunitinib,Sorafenib,OCUBM,1.0966146270020711
Vorinostat,Erlotinib,SKMEL30,-3.790702882666694
Dasatinib,Sorafenib,NCIH2122,-11.9154244975033
vinblastine,Lapatinib,NCIH520,-11.996919710325
metformin,Erlotinib,NCIH520,-13.315456279797685
Vorinostat,Dasatinib,SKMEL30,-14.885807229381896
metformin,Sorafenib,RPMI7951,-10.162041561092582
Dasatinib,Sorafenib,HT29,9.206200380526292
paclitaxel,Sorafenib,UWB1289,-0.7455370396145937
vinblastine,Vorinostat,A427,-8.36198121766124
Sunitinib,Lapatinib,A375,-3.057699221935841
Sunitinib,geldanamycin,MDAMB436,3.939818822274421
dexamethasone,Lapatinib,A2058,-17.8084408175675
metformin,Sorafenib,NCIH1650,-3.448025235667948
geldanamycin,Sorafenib,NCIH23,0.6681105368389735
vinblastine,geldanamycin,SW837,-0.2823200449385875
dexamethasone,Erlotinib,OCUBM,-30.8056950922951
metformin,Vorinostat,UWB1289,-9.762453719841735
dexamethasone,Vorinostat,A2058,-42.637521131086125
Vorinostat,Sunitinib,A427,-9.93375477053989
metformin,Dasatinib,OV90,-2.54595208771381
paclitaxel,Dasatinib,HCT116,-37.0930621901092
vinblastine,Vorinostat,SKMES1,-3.773219093074008
Erlotinib,geldanamycin,OCUBM,0.3065104335081801
dexamethasone,Lapatinib,OV90,-3.520787796436005
metformin,Sorafenib,OCUBM,-20.7592210135025
Dasatinib,Sorafenib,UACC62,2.3065604778561424
vinblastine,Sorafenib,T-47D,-4.172986764275874
paclitaxel,Lapatinib,LOVO,5.35198813185094
Sunitinib,geldanamycin,PA1,9.60447820177431
Lapatinib,Dasatinib,HT144,-9.28527551691871
metformin,Vorinostat,NCIH23,-6.613686761665703
metformin,geldanamycin,NCI-H460,-2.4461467814868523
Vorinostat,Erlotinib,NCIH2122,5.84905996845087
Vorinostat,geldanamycin,RPMI7951,-5.8772631055401
Sunitinib,Dasatinib,NCIH1650,8.106852576346123
Lapatinib,geldanamycin,HT144,5.79128728304933
Vorinostat,Sunitinib,LOVO,2.53362859007723
paclitaxel,Dasatinib,OV90,8.24149319055937
dexamethasone,Lapatinib,VCAP,-10.497767159210698
Sunitinib,Lapatinib,VCAP,13.309934514349203
dexamethasone,Lapatinib,LOVO,0.9090871567987184
metformin,Lapatinib,T-47D,-9.59094984812801
Sunitinib,Sorafenib,UWB1289,-3.21662088766757
paclitaxel,Sunitinib,RPMI7951,-22.8644313188967
dexamethasone,geldanamycin,OCUBM,-20.3593816575191
Vorinostat,Lapatinib,CAOV3,9.014890317831036
Sunitinib,Erlotinib,OVCAR3,-0.9529303605806088
paclitaxel,Dasatinib,RPMI7951,2.1112971208509976
dexamethasone,Sunitinib,NCIH23,-22.6841489367301
Sunitinib,Sorafenib,SW-620,-2.67676896274171
Sunitinib,Erlotinib,A427,10.960301672714698
dexamethasone,Dasatinib,HT144,1.6729502580778592
geldanamycin,Sorafenib,HCT116,-2.20364176327536
Sunitinib,geldanamycin,A375,11.644495901203598
vinblastine,Erlotinib,RPMI7951,7.196532980977684
dexamethasone,Sorafenib,RPMI7951,-26.1191329979098
dexamethasone,Sorafenib,T-47D,-10.956818171714705
dexamethasone,Sunitinib,SW837,-26.5129077898497
metformin,Lapatinib,CAOV3,-27.8195558011628
Vorinostat,Sunitinib,HCT116,2.12042655289975
paclitaxel,Lapatinib,OCUBM,8.440986836263871
Lapatinib,Erlotinib,MDAMB436,-4.786538605318405
Dasatinib,Sorafenib,PA1,4.62415639298937
vinblastine,Sunitinib,RPMI7951,-14.277645616907492
dexamethasone,Lapatinib,MDAMB436,-12.5233171201947
Sunitinib,Dasatinib,MDAMB436,9.94612085382829
Vorinostat,Erlotinib,CAOV3,13.1991243046288
Vorinostat,Lapatinib,NCIH23,-5.89266438028177
vinblastine,Sunitinib,RKO,-1.378759213278819
vinblastine,Lapatinib,SKMEL30,-17.4030551064212
Vorinostat,geldanamycin,SKMES1,-8.998840630677615
dexamethasone,Erlotinib,SW837,-13.037072413777096
